,Bishan,Buona,Tampines,Woodlands,CBD,Toa Payoh,Punggol,Jurong,Tuas,Serangoon,Tiong Bahru,Paya Lebar,Town,CCK,Bishan->Serangoon,Serangoon->Bishan,Bishan->Woodlands,Woodlands->Bishan,Bishan->Toa Payoh,Toa Payoh->Bishan,Bishan->Buona,Buona->Bishan,Woodlands->CCK,CCK->Woodlands,CCK->Jurong,Jurong->CCK,Jurong->Tuas,Tuas->Jurong,Jurong->Buona,Buona->Jurong,Tiong Bahru->Serangoon,Serangoon->Tiong Bahru,Serangoon->Punggol,Punggol->Serangoon,Toa Payoh->Town,Town->Toa Payoh,Town->CBD,CBD->Town,Serangoon->Paya Lebar,Paya Lebar->Serangoon,CBD->Paya Lebar,Paya Lebar->CBD,Paya Lebar->Tampines,Tampines->Paya Lebar,Buona->Tiong Bahru,Tiong Bahru->Buona
2020-01-04 12:15:00,157,1358,470,336,3220,74,344,941,232,323,751,318,1248,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-04 12:25:00,157,1358,470,336,3220,74,344,941,232,323,751,318,1248,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-04 12:35:00,157,1358,470,336,3220,74,344,941,232,323,751,318,1248,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-04 12:45:00,157,1358,470,336,3220,74,344,941,232,323,751,318,1248,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-04 12:55:00,157,1358,470,336,3220,74,344,941,232,323,751,318,1248,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-04 13:05:00,157,1358,470,336,3220,74,344,941,232,323,751,318,1248,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-04 13:15:00,157,1358,470,336,3220,74,344,941,232,323,751,318,1248,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-04 13:25:00,171,1341,428,268,3220,55,274,911,200,295,731,277,1241,179,0,0,9,51,0,0,5,7,17,37,12,9,4,32,17,9,9,3,8,70,0,6,1,0,8,35,0,0,6,42,1,11
2020-01-04 13:35:00,160,1362,423,280,3220,51,254,923,190,385,724,314,1240,183,0,0,28,68,0,0,14,11,8,16,6,2,5,42,6,6,14,4,13,28,0,0,0,0,4,1,1,1,2,11,0,0
2020-01-04 13:45:00,239,1329,362,191,3221,35,182,908,156,352,706,266,1231,108,0,0,59,104,0,0,29,32,27,64,21,19,11,41,37,18,22,11,23,85,1,2,1,1,7,25,0,3,6,63,1,1
2020-01-04 13:55:00,226,1339,336,187,3220,31,149,913,135,371,696,279,1228,95,0,0,93,145,0,0,46,47,29,40,19,23,16,42,26,19,25,21,18,56,3,2,2,2,24,44,3,5,10,32,1,2
2020-01-04 14:05:00,265,1341,324,192,3224,36,126,897,124,429,701,288,1232,97,0,0,114,106,0,0,56,43,27,29,21,28,19,42,34,18,16,19,25,41,3,2,0,1,18,18,2,2,16,22,2,0
2020-01-04 14:15:00,284,1357,335,215,3220,47,141,910,133,402,713,287,1240,113,0,0,106,84,0,0,59,51,23,25,14,22,22,11,23,15,8,17,34,10,4,0,0,2,19,18,2,1,25,5,3,0
2020-01-04 14:25:00,259,1364,358,261,3218,54,172,901,146,388,724,285,1251,136,0,0,90,54,0,0,57,49,22,12,10,12,21,3,22,21,0,17,32,3,1,0,0,1,18,7,0,0,26,2,3,0
2020-01-04 14:35:00,228,1369,384,291,3217,64,204,901,160,361,738,288,1255,161,0,0,75,25,0,0,46,41,20,8,1,6,22,0,13,23,0,13,35,0,3,0,1,0,17,3,0,0,25,0,2,0
2020-01-04 14:45:00,203,1372,409,325,3218,70,239,905,173,347,750,297,1262,180,0,0,44,7,0,0,24,29,19,7,0,3,25,0,1,25,0,8,21,0,2,0,0,0,14,1,0,0,19,0,1,0
2020-01-04 14:55:00,190,1364,428,347,3219,74,260,916,191,342,757,307,1265,200,0,0,19,0,0,0,7,15,15,2,0,0,21,0,0,21,0,4,11,0,2,0,0,0,6,0,0,0,17,0,0,0
2020-01-04 15:05:00,175,1360,445,353,3220,76,271,919,205,339,760,300,1266,214,0,0,6,0,0,0,4,5,10,1,0,0,25,0,0,10,0,1,12,0,1,0,1,0,5,0,0,0,16,0,0,0
2020-01-04 15:15:00,170,1360,461,357,3222,76,283,919,221,336,761,302,1265,224,0,0,1,0,0,0,3,0,2,0,0,0,19,0,0,1,0,0,5,0,0,0,1,0,4,0,0,0,7,0,0,0
2020-01-04 15:25:00,166,1362,468,357,3223,76,288,915,235,335,761,303,1265,226,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,5,0,0,0
2020-01-04 15:35:00,166,1361,473,356,3223,76,289,916,243,332,761,303,1265,227,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0
2020-01-04 15:45:00,166,1361,476,356,3223,76,291,916,245,332,761,302,1265,228,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-01-04 15:55:00,166,1360,477,356,3223,76,291,916,246,332,761,302,1265,228,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-04 16:05:00,170,1334,469,354,3148,79,291,897,242,328,746,298,1249,228,0,0,0,1,0,0,2,17,1,0,0,6,2,4,11,13,9,0,0,0,0,21,4,30,0,1,33,0,1,8,1,2
2020-01-04 16:15:00,183,1309,465,353,3075,112,289,886,239,326,731,331,1258,234,0,0,2,2,0,0,4,37,0,1,0,8,2,8,15,19,22,0,0,2,0,20,0,12,0,7,42,0,0,5,0,1
