,Town,Tiong Bahru,Jurong,Woodlands,Paya Lebar,Serangoon,Buona,Punggol,Toa Payoh,CBD,Bishan,Tampines,Tuas,CCK,Bishan->Serangoon,Serangoon->Bishan,Bishan->Woodlands,Woodlands->Bishan,Bishan->Toa Payoh,Toa Payoh->Bishan,Bishan->Buona,Buona->Bishan,Woodlands->CCK,CCK->Woodlands,CCK->Jurong,Jurong->CCK,Jurong->Tuas,Tuas->Jurong,Jurong->Buona,Buona->Jurong,Tiong Bahru->Serangoon,Serangoon->Tiong Bahru,Serangoon->Punggol,Punggol->Serangoon,Toa Payoh->Town,Town->Toa Payoh,Town->CBD,CBD->Town,Serangoon->Paya Lebar,Paya Lebar->Serangoon,CBD->Paya Lebar,Paya Lebar->CBD,Paya Lebar->Tampines,Tampines->Paya Lebar,Buona->Tiong Bahru,Tiong Bahru->Buona,Tiong Bahru->CBD,CBD->Tiong Bahru
2020-01-02 00:10:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 00:15:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 00:20:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 00:25:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 00:30:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 00:35:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 00:40:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 00:45:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 00:50:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 00:55:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 01:00:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 01:05:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 01:10:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 01:15:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 01:20:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 01:25:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 01:30:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 01:35:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 01:40:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 01:45:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 01:50:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 01:55:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:00:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:05:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:10:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:15:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:20:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:25:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:30:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:35:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:40:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:45:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:50:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:55:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:00:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:05:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:10:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:15:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:20:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:25:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:30:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:35:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:40:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:45:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:50:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:55:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:00:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:05:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:10:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:15:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:20:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:25:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:30:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:35:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:40:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:45:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:50:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:55:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:00:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:05:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:10:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:15:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:20:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:25:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:30:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:35:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:40:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:45:00,141,425,583,1566,750,899,440,1031,486,18,705,1065,734,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:50:00,141,425,583,1566,750,899,440,1027,486,18,705,1061,726,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0
2020-01-02 05:55:00,141,425,583,1566,750,899,440,1027,486,18,705,1061,725,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0
2020-01-02 06:00:00,141,425,583,1566,754,903,440,1027,486,18,705,1056,725,1153,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
2020-01-02 06:05:00,141,425,591,1566,750,899,440,1024,485,18,710,1053,710,1152,0,0,0,0,0,0,0,0,0,5,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,8,0,0,0,0
2020-01-02 06:10:00,140,425,585,1570,753,898,440,1012,484,18,709,1050,703,1142,0,0,0,0,0,0,3,0,0,11,0,0,0,22,7,0,0,0,0,15,0,0,1,0,0,0,0,6,0,6,0,0,0,0
2020-01-02 06:15:00,140,424,582,1562,751,900,440,1011,484,23,708,1035,702,1131,0,0,0,9,0,0,5,0,0,20,1,0,0,23,10,0,1,0,0,13,0,0,0,0,0,4,0,3,0,18,0,0,0,0
2020-01-02 06:20:00,140,427,596,1564,748,913,447,1006,483,22,710,1031,689,1130,0,0,0,11,0,0,7,0,6,11,1,0,0,21,4,0,1,0,0,6,0,0,0,0,0,2,0,5,0,19,0,0,0,0
2020-01-02 06:25:00,140,426,586,1550,758,897,438,984,479,20,730,1025,681,1112,0,0,0,28,0,0,10,5,13,19,0,0,0,22,19,3,1,0,0,27,0,0,0,0,0,1,0,8,0,10,4,4,0,0
2020-01-02 06:30:00,135,422,575,1521,746,895,441,978,478,22,720,1008,679,1102,0,0,14,56,0,0,12,7,9,30,4,0,0,23,30,3,7,0,0,28,0,1,4,0,0,14,0,6,0,23,3,4,0,0
2020-01-02 06:35:00,133,422,586,1528,741,925,459,974,474,29,728,996,661,1099,0,0,23,55,0,0,14,8,5,14,12,0,0,28,17,3,7,0,0,10,0,1,1,0,0,8,0,5,0,29,2,3,0,0
2020-01-02 06:40:00,131,420,576,1505,751,917,448,952,468,28,747,985,651,1079,0,0,27,81,0,0,20,21,10,13,19,5,0,30,22,13,9,0,0,26,0,1,1,0,0,2,2,8,0,23,5,4,0,0
2020-01-02 06:45:00,125,412,573,1471,739,898,442,931,462,29,757,967,649,1059,0,0,50,98,0,0,24,23,9,24,21,7,0,30,31,16,18,3,0,43,1,3,3,0,10,21,5,8,0,29,5,4,0,0
2020-01-02 06:50:00,124,406,596,1473,742,947,453,925,458,38,761,960,636,1061,0,0,56,86,0,0,24,28,9,18,15,3,7,25,22,13,14,6,0,27,0,1,1,0,5,16,8,7,0,25,1,3,0,0
2020-01-02 06:55:00,123,402,584,1445,740,959,443,895,451,33,767,948,626,1031,0,0,59,106,0,0,26,41,29,24,20,15,13,25,26,18,14,7,15,36,0,0,1,0,3,7,12,16,9,19,6,6,0,0
2020-01-02 07:00:00,118,392,565,1409,717,924,437,875,443,31,787,934,623,1023,0,0,85,111,0,0,33,41,34,28,22,22,20,26,36,18,21,9,32,50,1,3,2,0,14,26,12,17,16,26,8,9,0,0
2020-01-02 07:05:00,119,393,578,1423,725,975,449,882,446,41,780,935,619,1043,0,0,90,94,0,0,30,37,23,17,15,11,24,24,30,20,16,9,28,28,2,0,0,2,14,13,8,9,15,22,6,5,0,0
2020-01-02 07:10:00,122,399,566,1404,726,954,439,881,450,36,784,935,621,1035,0,0,91,105,0,0,28,37,32,24,20,17,28,18,24,33,15,7,44,26,0,0,1,0,13,10,8,10,24,15,11,7,0,0
2020-01-02 07:15:00,117,403,561,1389,716,927,430,878,447,34,788,934,627,1030,0,0,113,95,0,0,26,35,38,27,20,21,26,16,29,34,16,11,55,32,1,3,2,1,21,19,10,8,29,16,8,7,0,0
2020-01-02 07:20:00,117,398,579,1409,724,945,437,900,452,44,783,945,629,1049,0,0,111,74,0,0,18,31,31,18,17,12,29,14,23,26,7,14,42,25,3,2,0,0,14,8,10,9,23,14,6,8,0,0
2020-01-02 07:25:00,117,399,572,1415,725,949,437,911,456,35,753,954,634,1052,0,0,108,68,0,0,16,36,36,19,18,19,30,15,14,29,4,12,48,22,1,2,1,2,13,8,13,13,23,9,4,8,0,0
2020-01-02 07:30:00,116,395,567,1417,718,928,427,924,454,38,753,959,637,1055,0,0,104,51,0,0,19,35,38,23,14,25,36,16,13,30,3,13,53,18,3,1,3,1,26,14,15,7,28,9,8,6,0,0
2020-01-02 07:35:00,118,403,579,1445,737,930,425,947,454,39,746,969,647,1083,0,0,88,41,0,0,17,25,26,17,7,16,38,11,7,27,1,11,38,12,0,1,1,1,27,8,15,4,23,8,4,4,0,0
2020-01-02 07:40:00,116,408,578,1466,757,918,425,966,458,33,731,981,657,1090,0,0,73,35,0,0,15,20,22,20,8,15,39,7,4,23,2,8,39,11,0,2,1,2,14,6,14,6,18,6,3,3,0,0
2020-01-02 07:45:00,117,407,580,1481,755,912,419,972,466,29,716,985,660,1088,0,0,55,26,0,0,16,14,26,25,12,17,37,13,2,19,1,8,51,13,2,0,1,1,8,7,12,4,29,7,1,6,0,0
2020-01-02 07:50:00,119,408,586,1499,752,906,425,993,469,26,713,994,662,1096,0,0,44,17,0,0,10,9,26,23,8,10,29,23,2,17,1,7,44,12,2,1,0,2,7,4,8,1,35,5,0,5,0,0
2020-01-02 07:55:00,123,411,595,1521,752,904,425,1016,474,21,705,1009,668,1097,0,0,28,9,0,0,8,7,19,30,4,5,20,28,5,13,1,5,30,7,2,0,0,1,11,2,6,4,27,5,1,1,0,0
2020-01-02 08:00:00,126,414,604,1542,752,904,428,1026,476,18,707,1015,656,1091,0,0,16,4,0,0,4,3,10,36,5,3,14,41,7,11,0,3,20,11,0,0,0,1,3,1,4,9,19,14,0,2,0,0
2020-01-02 08:05:00,125,416,616,1543,754,893,434,1016,475,19,712,989,624,1073,0,0,9,21,0,0,4,1,8,29,19,1,8,67,12,7,0,2,15,30,1,0,2,0,4,1,1,10,11,47,0,1,0,0
2020-01-02 08:10:00,125,418,611,1464,761,894,438,996,476,24,706,958,585,1025,0,0,3,122,0,0,14,0,6,22,57,0,6,103,26,2,1,1,10,50,0,0,1,0,2,1,1,8,6,76,1,0,0,0
2020-01-02 08:15:00,124,424,633,1250,781,903,442,967,476,25,711,926,494,942,0,0,1,321,0,0,21,0,29,19,121,0,3,176,35,0,1,0,4,64,0,0,1,0,1,0,0,21,5,74,4,1,0,0
2020-01-02 08:20:00,123,426,663,1015,775,891,452,898,463,25,752,868,409,806,0,0,0,518,0,0,34,2,77,24,201,0,1,223,68,1,1,0,0,108,0,0,1,0,0,0,0,63,3,96,7,6,0,0
2020-01-02 08:25:00,115,426,692,816,755,880,457,740,449,43,765,780,344,707,0,0,0,679,0,0,78,5,95,28,236,0,0,247,144,3,3,0,0,231,0,0,8,0,0,3,0,97,1,151,16,6,0,0
2020-01-02 08:30:00,110,437,776,677,761,907,492,585,427,88,781,668,285,640,0,0,0,777,0,0,136,9,84,22,221,1,0,212,224,10,2,1,0,313,1,0,5,0,5,2,4,105,0,203,20,9,0,0
2020-01-02 08:35:00,102,460,684,537,770,919,546,469,414,122,758,529,238,558,0,0,2,864,0,0,206,22,103,16,294,4,0,185,345,21,6,13,0,331,3,1,8,0,30,2,10,137,0,252,29,10,0,0
2020-01-02 08:40:00,98,481,580,435,770,759,506,401,423,145,663,388,209,492,0,0,8,928,0,0,296,31,113,8,332,4,3,174,521,27,9,39,0,355,26,0,7,0,133,4,18,212,1,294,76,31,0,0
2020-01-02 08:45:00,115,531,478,377,746,584,552,358,399,196,641,300,185,474,0,0,14,862,0,0,355,33,76,4,391,3,8,156,627,35,10,79,0,363,87,0,9,4,128,5,27,297,5,367,75,44,0,0
2020-01-02 08:50:00,181,553,546,336,688,590,458,330,383,282,468,243,163,425,0,0,19,887,0,0,398,34,46,3,377,3,19,84,762,79,13,102,7,255,109,0,25,13,113,5,31,403,22,379,117,49,0,0
2020-01-02 08:55:00,234,594,492,316,654,569,419,310,331,269,380,214,153,364,0,0,20,901,0,0,422,22,28,3,373,1,29,59,908,133,9,123,12,127,126,2,67,41,110,11,36,608,47,320,89,74,0,0
2020-01-02 09:00:00,312,548,488,309,677,490,379,306,274,362,332,215,151,317,0,0,16,911,0,0,411,12,14,5,347,3,42,42,1062,152,6,124,8,59,115,1,88,57,106,13,34,793,65,191,84,79,0,0
2020-01-02 09:05:00,391,509,529,310,682,396,538,304,231,511,332,235,159,284,0,0,13,875,0,0,410,9,8,6,297,3,49,23,1014,158,3,107,9,38,90,0,93,63,76,8,27,973,72,59,42,64,0,0
2020-01-02 09:10:00,459,446,605,314,546,359,435,303,219,614,326,265,170,261,0,0,13,804,0,0,429,5,5,3,222,0,41,12,1116,150,0,93,9,11,75,0,85,62,64,14,23,1174,80,32,109,47,0,0
2020-01-02 09:15:00,536,502,703,319,468,338,476,307,209,834,267,298,187,248,0,0,12,789,0,0,374,7,2,2,132,0,31,6,1175,107,0,74,4,6,67,0,60,48,30,8,15,1192,68,9,61,29,0,0
2020-01-02 09:20:00,604,522,799,320,383,317,597,309,194,890,270,341,204,237,0,0,10,733,0,0,324,7,1,5,54,0,20,4,1104,83,0,56,2,3,65,0,47,51,24,4,10,1299,44,4,43,16,0,0
2020-01-02 09:25:00,691,515,841,325,332,308,675,309,185,1044,224,364,209,232,0,0,7,719,0,0,200,5,0,3,15,0,17,2,1101,67,0,40,5,2,58,0,29,38,13,3,6,1266,38,2,88,22,0,0
2020-01-02 09:30:00,768,557,873,333,297,315,703,310,151,1143,306,384,217,228,0,0,3,597,0,0,106,4,0,1,9,0,10,1,1109,58,0,37,4,1,55,0,19,42,8,0,4,1230,32,1,67,17,0,0
2020-01-02 09:35:00,841,578,893,335,277,316,817,314,176,1204,302,402,224,227,0,0,1,521,0,0,43,1,0,1,4,0,4,0,1025,56,0,28,0,0,38,0,24,39,13,0,3,1219,23,0,40,11,0,0
2020-01-02 09:40:00,887,565,930,336,278,322,852,314,184,1319,363,416,226,226,0,0,1,383,0,0,24,0,0,0,2,0,2,0,944,32,0,25,0,0,50,0,31,20,8,1,2,1166,15,0,66,10,0,0
2020-01-02 09:45:00,932,590,951,336,276,328,926,314,217,1416,391,425,227,226,0,0,1,247,0,0,7,0,0,0,1,0,1,0,821,15,0,24,2,0,53,0,25,16,9,0,2,1126,13,0,73,9,0,0
2020-01-02 09:50:00,967,628,964,337,280,345,880,314,232,1579,460,431,228,226,0,0,0,56,0,0,2,0,0,0,0,0,0,0,792,3,0,26,4,0,71,0,34,15,8,0,0,1010,13,0,89,6,0,0
2020-01-02 09:55:00,1017,667,967,337,278,370,1014,316,258,1635,355,438,228,226,0,0,0,4,0,0,0,0,0,0,0,0,0,0,612,0,0,31,3,0,78,0,36,26,17,0,0,1012,14,0,54,7,0,0
2020-01-02 10:00:00,1074,656,967,337,287,382,1084,318,223,1868,262,444,228,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,2,0,30,4,0,91,0,47,10,21,0,0,870,16,0,89,6,0,0
2020-01-02 10:05:00,1124,703,967,337,298,370,1198,319,184,2032,212,452,228,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,2,0,31,6,0,74,0,51,16,17,0,0,780,18,0,92,5,0,0
